Text,Label
Die Gluteus maximus rechts ist unauffällig.,0
Druckschmerz in der Rhomboidei rechts.,1
Der Zustand der Leiste links ist normal.,0
Die Vastus medialis rechts zeigt keine Auffälligkeiten.,0
"Oberschenkel rechts, empfindlich.",1
Die Patella links zeigt keine Auffälligkeiten.,0
"Patella rechts, druckempfindlich.",1
Die Gluteus maximus rechts ist unauffällig.,0
Bauchdecke links positiv.,1
"Patella links, auffällig.",1
"Vastus medialis rechts, stärker.",1
Die Oberschenkel beidseits scheint in Ordnung zu sein.,0
"Rhomboidei links, druckempfindlich.",1
"Patella beidseits, druckempfindlich.",1
"Leiste beidseits, druckempfindlich.",1
"Gluteus maximus rechts, stärker.",1
starker Druckschmerz in der Tibiakopf beidseits.,1
"Vastus medialis rechts, auffällig.",1
"Tibiakopf rechts, auffällig.",1
Druckschmerz in der Bauchdecke rechts.,1
Die Tibiakopf beidseits zeigt keine Auffälligkeiten.,0
"Vastus medialis beidseits, empfindlich.",1
Oberschenkel rechts negativ.,0
starker Druckschmerz in der Leiste rechts.,1
kein Druckschmerz in der Lendenregion rechts.,0
Die Oberschenkel links ist ohne Druckschmerz.,0
Die Gluteus maximus links ist ohne Druckschmerz.,0
"Lendenregion links, druckempfindlich.",1
kein Druckschmerz in der Condylus rechts.,0
unauffällig in der Bauchdecke beidseits.,0
Der Zustand der Tibiakopf links funktioniert wie erwartet.,0
Die Vastus medialis links ist ohne Druckschmerz.,0
Der Zustand der Gluteus maximus links ist stabil.,0
kein Druckschmerz in der Leiste links.,0
leichter Druckschmerz in der Condylus rechts.,1
Der Zustand der Vastus medialis links ist normal.,0
unauffällig in der Vastus medialis links.,0
Der Zustand der Leiste beidseits ist normal.,0
Die Bauchdecke beidseits ist nicht schmerzhaft.,0
unauffällig in der Lendenregion beidseits.,0
unauffällig in der Lendenregion beidseits.,0
kein Druckschmerz in der Condylus links.,0
Die Lendenregion links ist nicht schmerzhaft.,0
Druckschmerz in der Lendenregion rechts.,1
Oberschenkel beidseits positiv.,1
"Rhomboidei links, druckempfindlich.",1
Die Lendenregion links zeigt keine Auffälligkeiten.,0
kein Druckschmerz in der Bauchdecke rechts.,0
"Tibiakopf links, druckempfindlich.",1
kein Druckschmerz in der Lendenregion rechts.,0
"Vastus medialis rechts, auffällig.",1
Bauchdecke beidseits positiv.,1
Lendenregion rechts positiv.,1
Vastus medialis links negativ.,0
starker Druckschmerz in der Vastus medialis links.,1
Die Bauchdecke links ist unauffällig.,0
Die Tibiakopf beidseits ist nicht schmerzhaft.,0
unauffällig in der Gluteus maximus links.,0
"Patella links, auffällig.",1
Die Oberschenkel beidseits scheint in Ordnung zu sein.,0
Oberschenkel beidseits negativ.,0
"Bauchdecke links, empfindlich.",1
starker Druckschmerz in der Tibiakopf links.,1
"Vastus medialis links, stärker.",1
kein Druckschmerz in der Patella beidseits.,0
"Patella beidseits, auffällig.",1
Gluteus maximus beidseits positiv.,1
Druckschmerz in der Bauchdecke links.,1
Der Zustand der Gluteus maximus beidseits ist normal.,0
"Tibiakopf links, empfindlich.",1
Druckschmerz in der Gluteus maximus beidseits.,1
"Vastus medialis beidseits, druckempfindlich.",1
"Vastus medialis links, empfindlich.",1
unauffällig in der Lendenregion rechts.,0
starker Druckschmerz in der Leiste rechts.,1
kein Druckschmerz in der Rhomboidei rechts.,0
Der Zustand der Patella rechts funktioniert wie erwartet.,0
"Bauchdecke beidseits, stärker.",1
"Rhomboidei rechts, auffällig.",1
Druckschmerz in der Bauchdecke rechts.,1
Der Zustand der Vastus medialis beidseits funktioniert wie erwartet.,0
Die Gluteus maximus rechts zeigt keine Auffälligkeiten.,0
"Lendenregion rechts, auffällig.",1
leichter Druckschmerz in der Bauchdecke beidseits.,1
leichter Druckschmerz in der Condylus beidseits.,1
"Gluteus maximus beidseits, stärker.",1
Druckschmerz in der Condylus links.,1
Der Zustand der Oberschenkel links ist stabil.,0
"Lendenregion links, stärker.",1
Die Condylus rechts scheint in Ordnung zu sein.,0
Druckschmerz in der Oberschenkel rechts.,1
unauffällig in der Gluteus maximus links.,0
unauffällig in der Patella rechts.,0
Tibiakopf rechts positiv.,1
Die Bauchdecke links ist ohne Druckschmerz.,0
kein Druckschmerz in der Bauchdecke beidseits.,0
leichter Druckschmerz in der Bauchdecke beidseits.,1
starker Druckschmerz in der Tibiakopf rechts.,1
"Bauchdecke beidseits, druckempfindlich.",1
leichter Druckschmerz in der Oberschenkel links.,1
"Vastus medialis links, auffällig.",1
leichter Druckschmerz in der Rhomboidei links.,1
unauffällig in der Vastus medialis beidseits.,0
Die Oberschenkel links ist unauffällig.,0
starker Druckschmerz in der Gluteus maximus links.,1
"Rhomboidei beidseits, empfindlich.",1
"Gluteus maximus links, druckempfindlich.",1
"Rhomboidei links, empfindlich.",1
Bauchdecke beidseits negativ.,0
Condylus beidseits negativ.,0
leichter Druckschmerz in der Tibiakopf links.,1
"Tibiakopf links, empfindlich.",1
Patella rechts positiv.,1
Condylus rechts positiv.,1
Die Lendenregion links zeigt keine Auffälligkeiten.,0
"Patella beidseits, auffällig.",1
Die Rhomboidei beidseits ist nicht schmerzhaft.,0
Oberschenkel beidseits negativ.,0
starker Druckschmerz in der Condylus rechts.,1
Druckschmerz in der Bauchdecke links.,1
"Oberschenkel rechts, empfindlich.",1
"Patella links, auffällig.",1
Rhomboidei beidseits negativ.,0
"Leiste beidseits, auffällig.",1
leichter Druckschmerz in der Patella links.,1
Die Gluteus maximus links scheint in Ordnung zu sein.,0
unauffällig in der Patella links.,0
Die Vastus medialis links zeigt keine Auffälligkeiten.,0
kein Druckschmerz in der Vastus medialis rechts.,0
kein Druckschmerz in der Tibiakopf beidseits.,0
"Rhomboidei beidseits, stärker.",1
Die Oberschenkel rechts ist nicht schmerzhaft.,0
"Tibiakopf rechts, auffällig.",1
"Patella rechts, auffällig.",1
Druckschmerz in der Vastus medialis rechts.,1
"Leiste links, druckempfindlich.",1
Die Leiste rechts scheint in Ordnung zu sein.,0
unauffällig in der Gluteus maximus links.,0
Druckschmerz in der Rhomboidei links.,1
leichter Druckschmerz in der Patella beidseits.,1
Lendenregion links negativ.,0
Condylus rechts positiv.,1
starker Druckschmerz in der Patella links.,1
"Bauchdecke beidseits, empfindlich.",1
Patella beidseits negativ.,0
leichter Druckschmerz in der Condylus links.,1
Die Leiste rechts zeigt keine Auffälligkeiten.,0
Die Rhomboidei links ist unauffällig.,0
unauffällig in der Bauchdecke links.,0
unauffällig in der Patella beidseits.,0
Die Lendenregion beidseits ist ohne Druckschmerz.,0
unauffällig in der Lendenregion rechts.,0
Patella links positiv.,1
Druckschmerz in der Patella links.,1
Rhomboidei links negativ.,0
Die Patella links zeigt keine Auffälligkeiten.,0
kein Druckschmerz in der Leiste beidseits.,0
"Leiste links, stärker.",1
Tibiakopf links positiv.,1
starker Druckschmerz in der Condylus links.,1
Bauchdecke rechts positiv.,1
Leiste rechts negativ.,0
"Condylus links, auffällig.",1
Die Leiste links ist unauffällig.,0
unauffällig in der Lendenregion beidseits.,0
leichter Druckschmerz in der Oberschenkel links.,1
starker Druckschmerz in der Leiste links.,1
"Lendenregion links, stärker.",1
Die Leiste links ist nicht schmerzhaft.,0
Die Rhomboidei rechts ist nicht schmerzhaft.,0
Die Vastus medialis rechts ist ohne Druckschmerz.,0
Die Gluteus maximus links ist nicht schmerzhaft.,0
Druckschmerz in der Vastus medialis links.,1
Die Gluteus maximus links zeigt keine Auffälligkeiten.,0
Die Condylus links zeigt keine Auffälligkeiten.,0
leichter Druckschmerz in der Condylus links.,1
"Tibiakopf beidseits, empfindlich.",1
starker Druckschmerz in der Patella beidseits.,1
Der Zustand der Lendenregion rechts funktioniert wie erwartet.,0
leichter Druckschmerz in der Condylus rechts.,1
unauffällig in der Vastus medialis rechts.,0
"Condylus links, druckempfindlich.",1
unauffällig in der Rhomboidei links.,0
Gluteus maximus rechts positiv.,1
Die Oberschenkel rechts ist ohne Druckschmerz.,0
Die Bauchdecke beidseits scheint in Ordnung zu sein.,0
Die Patella beidseits zeigt keine Auffälligkeiten.,0
"Tibiakopf links, auffällig.",1
kein Druckschmerz in der Gluteus maximus rechts.,0
"Rhomboidei links, stärker.",1
Die Vastus medialis rechts ist ohne Druckschmerz.,0
leichter Druckschmerz in der Oberschenkel beidseits.,1
kein Druckschmerz in der Lendenregion rechts.,0
Die Condylus beidseits zeigt keine Auffälligkeiten.,0
unauffällig in der Patella links.,0
"Leiste rechts, stärker.",1
unauffällig in der Condylus links.,0
starker Druckschmerz in der Gluteus maximus links.,1
"Oberschenkel links, auffällig.",1
"Oberschenkel beidseits, stärker.",1
Der Zustand der Rhomboidei links kein Hinweis auf Pathologie.,0
Bauchdecke links negativ.,0
Die Patella beidseits zeigt keine Auffälligkeiten.,0
starker Druckschmerz in der Condylus links.,1
Die Gluteus maximus rechts ist ohne Druckschmerz.,0
Die Leiste beidseits ist nicht schmerzhaft.,0
unauffällig in der Bauchdecke beidseits.,0
"Vastus medialis links, auffällig.",1
leichter Druckschmerz in der Rhomboidei rechts.,1
"Bauchdecke links, auffällig.",1
"Rhomboidei links, stärker.",1
"Vastus medialis links, empfindlich.",1
starker Druckschmerz in der Condylus beidseits.,1
starker Druckschmerz in der Leiste links.,1
"Leiste links, auffällig.",1
Die Leiste rechts scheint in Ordnung zu sein.,0
Druckschmerz in der Lendenregion links.,1
"Oberschenkel links, auffällig.",1
"Lendenregion rechts, auffällig.",1
unauffällig in der Lendenregion links.,0
unauffällig in der Rhomboidei links.,0
leichter Druckschmerz in der Rhomboidei beidseits.,1
Die Vastus medialis beidseits zeigt keine Auffälligkeiten.,0
Druckschmerz in der Gluteus maximus rechts.,1
Druckschmerz in der Bauchdecke links.,1
Die Bauchdecke rechts scheint in Ordnung zu sein.,0
Oberschenkel links positiv.,1
"Gluteus maximus links, stärker.",1
Druckschmerz in der Gluteus maximus rechts.,1
Vastus medialis links positiv.,1
Oberschenkel beidseits positiv.,1
unauffällig in der Vastus medialis rechts.,0
Lendenregion beidseits negativ.,0
"Leiste beidseits, druckempfindlich.",1
Die Gluteus maximus beidseits ist nicht schmerzhaft.,0
Druckschmerz in der Rhomboidei rechts.,1
unauffällig in der Oberschenkel rechts.,0
Druckschmerz in der Lendenregion links.,1
"Oberschenkel beidseits, auffällig.",1
unauffällig in der Oberschenkel links.,0
leichter Druckschmerz in der Lendenregion beidseits.,1
Die Vastus medialis beidseits zeigt keine Auffälligkeiten.,0
starker Druckschmerz in der Tibiakopf rechts.,1
starker Druckschmerz in der Lendenregion rechts.,1
Druckschmerz in der Rhomboidei rechts.,1
"Lendenregion beidseits, stärker.",1
Die Patella links scheint in Ordnung zu sein.,0
"Tibiakopf beidseits, druckempfindlich.",1
"Gluteus maximus rechts, empfindlich.",1
Der Zustand der Gluteus maximus beidseits kein Hinweis auf Pathologie.,0
Die Vastus medialis beidseits ist unauffällig.,0
unauffällig in der Gluteus maximus rechts.,0
"Lendenregion links, stärker.",1
"Lendenregion links, stärker.",1
Die Gluteus maximus rechts zeigt keine Auffälligkeiten.,0
Rhomboidei links positiv.,1
"Leiste rechts, druckempfindlich.",1
"Condylus links, druckempfindlich.",1
kein Druckschmerz in der Bauchdecke links.,0
"Leiste links, empfindlich.",1
starker Druckschmerz in der Lendenregion links.,1
"Leiste links, stärker.",1
Die Leiste links ist ohne Druckschmerz.,0
starker Druckschmerz in der Oberschenkel beidseits.,1
Die Tibiakopf beidseits ist ohne Druckschmerz.,0
unauffällig in der Condylus rechts.,0
Die Tibiakopf links ist nicht schmerzhaft.,0
Die Bauchdecke rechts ist nicht schmerzhaft.,0
"Leiste rechts, stärker.",1
Patella beidseits negativ.,0
kein Druckschmerz in der Oberschenkel links.,0
"Rhomboidei rechts, stärker.",1
Die Tibiakopf beidseits zeigt keine Auffälligkeiten.,0
starker Druckschmerz in der Vastus medialis rechts.,1
Die Rhomboidei beidseits ist nicht schmerzhaft.,0
unauffällig in der Bauchdecke beidseits.,0
Bauchdecke rechts positiv.,1
starker Druckschmerz in der Oberschenkel rechts.,1
"Vastus medialis links, auffällig.",1
"Tibiakopf rechts, stärker.",1
Druckschmerz in der Vastus medialis beidseits.,1
Die Lendenregion beidseits scheint in Ordnung zu sein.,0
Die Oberschenkel links ist unauffällig.,0
Lendenregion beidseits positiv.,1
leichter Druckschmerz in der Condylus links.,1
"Condylus beidseits, druckempfindlich.",1
Die Bauchdecke links scheint in Ordnung zu sein.,0
"Patella rechts, empfindlich.",1
Die Patella beidseits zeigt keine Auffälligkeiten.,0
"Tibiakopf rechts, auffällig.",1
"Oberschenkel beidseits, stärker.",1
Die Lendenregion rechts ist nicht schmerzhaft.,0
Die Condylus rechts ist unauffällig.,0
"Condylus beidseits, stärker.",1
"Rhomboidei links, auffällig.",1
starker Druckschmerz in der Leiste links.,1
"Bauchdecke rechts, druckempfindlich.",1
leichter Druckschmerz in der Bauchdecke rechts.,1
Patella rechts positiv.,1
Die Bauchdecke rechts zeigt keine Auffälligkeiten.,0
Bauchdecke rechts negativ.,0
"Bauchdecke beidseits, empfindlich.",1
"Vastus medialis beidseits, stärker.",1
unauffällig in der Tibiakopf links.,0
Vastus medialis rechts positiv.,1
Der Zustand der Condylus rechts kein Hinweis auf Pathologie.,0
Die Lendenregion links ist unauffällig.,0
Condylus beidseits negativ.,0
unauffällig in der Lendenregion beidseits.,0
leichter Druckschmerz in der Lendenregion links.,1
"Leiste links, empfindlich.",1
"Gluteus maximus rechts, druckempfindlich.",1
Der Zustand der Patella rechts ist normal.,0
Lendenregion links negativ.,0
Tibiakopf links negativ.,0
"Vastus medialis links, auffällig.",1
Patella beidseits negativ.,0
Vastus medialis beidseits negativ.,0
"Condylus beidseits, druckempfindlich.",1
Druckschmerz in der Rhomboidei beidseits.,1
Tibiakopf rechts negativ.,0
Die Condylus rechts zeigt keine Auffälligkeiten.,0
Vastus medialis beidseits negativ.,0
Patella rechts positiv.,1
Der Zustand der Condylus links funktioniert wie erwartet.,0
"Oberschenkel links, empfindlich.",1
Die Rhomboidei rechts ist ohne Druckschmerz.,0
"Patella beidseits, auffällig.",1
Rhomboidei links negativ.,0
Die Rhomboidei rechts zeigt keine Auffälligkeiten.,0
Druckschmerz in der Patella links.,1
"Vastus medialis rechts, druckempfindlich.",1
"Leiste rechts, druckempfindlich.",1
Tibiakopf rechts positiv.,1
unauffällig in der Condylus rechts.,0
leichter Druckschmerz in der Lendenregion links.,1
"Bauchdecke links, druckempfindlich.",1
unauffällig in der Vastus medialis beidseits.,0
"Bauchdecke beidseits, druckempfindlich.",1
"Bauchdecke links, stärker.",1
"Condylus beidseits, druckempfindlich.",1
Druckschmerz in der Patella links.,1
Der Zustand der Lendenregion beidseits kein Hinweis auf Pathologie.,0
unauffällig in der Condylus rechts.,0
unauffällig in der Leiste beidseits.,0
unauffällig in der Condylus rechts.,0
Die Lendenregion rechts ist nicht schmerzhaft.,0
Der Zustand der Bauchdecke rechts funktioniert wie erwartet.,0
leichter Druckschmerz in der Tibiakopf beidseits.,1
"Oberschenkel rechts, auffällig.",1
"Condylus beidseits, auffällig.",1
Die Gluteus maximus links zeigt keine Auffälligkeiten.,0
Der Zustand der Rhomboidei links ist normal.,0
leichter Druckschmerz in der Leiste rechts.,1
unauffällig in der Lendenregion rechts.,0
unauffällig in der Patella links.,0
"Condylus links, stärker.",1
Druckschmerz in der Bauchdecke beidseits.,1
Druckschmerz in der Bauchdecke links.,1
Der Zustand der Patella links funktioniert wie erwartet.,0
starker Druckschmerz in der Bauchdecke beidseits.,1
unauffällig in der Lendenregion links.,0
kein Druckschmerz in der Condylus beidseits.,0
Tibiakopf rechts negativ.,0
leichter Druckschmerz in der Gluteus maximus links.,1
unauffällig in der Condylus links.,0
"Tibiakopf rechts, druckempfindlich.",1
"Patella beidseits, auffällig.",1
Die Gluteus maximus links scheint in Ordnung zu sein.,0
leichter Druckschmerz in der Leiste rechts.,1
"Patella rechts, stärker.",1
Druckschmerz in der Patella rechts.,1
kein Druckschmerz in der Vastus medialis links.,0
"Gluteus maximus beidseits, stärker.",1
Die Gluteus maximus rechts ist nicht schmerzhaft.,0
"Gluteus maximus links, druckempfindlich.",1
"Gluteus maximus rechts, empfindlich.",1
"Condylus links, auffällig.",1
unauffällig in der Lendenregion links.,0
Die Tibiakopf links zeigt keine Auffälligkeiten.,0
kein Druckschmerz in der Vastus medialis beidseits.,0
Der Zustand der Tibiakopf links ist normal.,0
"Vastus medialis beidseits, auffällig.",1
kein Druckschmerz in der Leiste rechts.,0
"Lendenregion beidseits, druckempfindlich.",1
kein Druckschmerz in der Gluteus maximus rechts.,0
Druckschmerz in der Tibiakopf beidseits.,1
Druckschmerz in der Tibiakopf beidseits.,1
leichter Druckschmerz in der Gluteus maximus beidseits.,1
"Leiste beidseits, druckempfindlich.",1
Der Zustand der Leiste rechts ist stabil.,0
Die Lendenregion beidseits ist unauffällig.,0
kein Druckschmerz in der Condylus beidseits.,0
Lendenregion rechts positiv.,1
starker Druckschmerz in der Rhomboidei beidseits.,1
Rhomboidei beidseits positiv.,1
unauffällig in der Condylus links.,0
"Gluteus maximus rechts, empfindlich.",1
"Condylus links, auffällig.",1
starker Druckschmerz in der Patella rechts.,1
"Lendenregion links, stärker.",1
Gluteus maximus beidseits negativ.,0
Die Lendenregion rechts zeigt keine Auffälligkeiten.,0
Die Condylus rechts zeigt keine Auffälligkeiten.,0
kein Druckschmerz in der Bauchdecke links.,0
Der Zustand der Rhomboidei links kein Hinweis auf Pathologie.,0
leichter Druckschmerz in der Patella rechts.,1
starker Druckschmerz in der Vastus medialis beidseits.,1
unauffällig in der Rhomboidei rechts.,0
Condylus links positiv.,1
Druckschmerz in der Gluteus maximus links.,1
Die Patella beidseits ist unauffällig.,0
Die Patella rechts ist ohne Druckschmerz.,0
starker Druckschmerz in der Rhomboidei links.,1
"Leiste links, empfindlich.",1
Rhomboidei rechts positiv.,1
Lendenregion beidseits positiv.,1
Vastus medialis beidseits negativ.,0
unauffällig in der Condylus links.,0
kein Druckschmerz in der Vastus medialis links.,0
Die Gluteus maximus links ist unauffällig.,0
"Patella rechts, stärker.",1
Die Rhomboidei links zeigt keine Auffälligkeiten.,0
starker Druckschmerz in der Gluteus maximus rechts.,1
"Rhomboidei beidseits, empfindlich.",1
Druckschmerz in der Bauchdecke beidseits.,1
Gluteus maximus beidseits positiv.,1
"Condylus beidseits, stärker.",1
kein Druckschmerz in der Condylus beidseits.,0
Die Lendenregion beidseits ist unauffällig.,0
kein Druckschmerz in der Bauchdecke links.,0
Die Bauchdecke beidseits ist unauffällig.,0
Die Gluteus maximus rechts zeigt keine Auffälligkeiten.,0
Patella links negativ.,0
starker Druckschmerz in der Vastus medialis beidseits.,1
unauffällig in der Vastus medialis beidseits.,0
Die Vastus medialis beidseits zeigt keine Auffälligkeiten.,0
kein Druckschmerz in der Bauchdecke beidseits.,0
Die Vastus medialis rechts ist ohne Druckschmerz.,0
Die Tibiakopf links ist nicht schmerzhaft.,0
"Bauchdecke beidseits, empfindlich.",1
Die Bauchdecke links ist nicht schmerzhaft.,0
"Bauchdecke links, druckempfindlich.",1
unauffällig in der Vastus medialis rechts.,0
"Leiste beidseits, stärker.",1
starker Druckschmerz in der Oberschenkel beidseits.,1
Lendenregion rechts negativ.,0
Leiste links positiv.,1
"Vastus medialis links, empfindlich.",1
"Gluteus maximus links, stärker.",1
"Lendenregion beidseits, auffällig.",1
kein Druckschmerz in der Rhomboidei beidseits.,0
starker Druckschmerz in der Lendenregion links.,1
"Tibiakopf beidseits, auffällig.",1
Die Bauchdecke rechts ist nicht schmerzhaft.,0
starker Druckschmerz in der Oberschenkel beidseits.,1
starker Druckschmerz in der Oberschenkel links.,1
Die Tibiakopf links ist unauffällig.,0
kein Druckschmerz in der Patella rechts.,0
"Patella beidseits, auffällig.",1
Condylus links negativ.,0
"Gluteus maximus links, druckempfindlich.",1
Druckschmerz in der Gluteus maximus beidseits.,1
"Patella rechts, druckempfindlich.",1
kein Druckschmerz in der Gluteus maximus links.,0
Die Rhomboidei rechts zeigt keine Auffälligkeiten.,0
kein Druckschmerz in der Bauchdecke rechts.,0
kein Druckschmerz in der Lendenregion rechts.,0
Die Bauchdecke rechts ist ohne Druckschmerz.,0
"Bauchdecke beidseits, stärker.",1
leichter Druckschmerz in der Oberschenkel links.,1
kein Druckschmerz in der Oberschenkel rechts.,0
Der Zustand der Lendenregion links ist normal.,0
"Tibiakopf links, auffällig.",1
"Lendenregion beidseits, druckempfindlich.",1
Die Gluteus maximus rechts ist unauffällig.,0
"Tibiakopf rechts, auffällig.",1
Vastus medialis links negativ.,0
Druckschmerz in der Condylus rechts.,1
Die Patella rechts ist nicht schmerzhaft.,0
Der Zustand der Oberschenkel links ist stabil.,0
"Vastus medialis beidseits, auffällig.",1
starker Druckschmerz in der Leiste rechts.,1
unauffällig in der Oberschenkel beidseits.,0
starker Druckschmerz in der Gluteus maximus rechts.,1
Die Lendenregion beidseits ist nicht schmerzhaft.,0
"Vastus medialis rechts, druckempfindlich.",1
Die Bauchdecke links ist ohne Druckschmerz.,0
leichter Druckschmerz in der Vastus medialis rechts.,1
"Bauchdecke links, empfindlich.",1
Die Condylus links ist ohne Druckschmerz.,0
"Bauchdecke beidseits, empfindlich.",1
"Rhomboidei beidseits, empfindlich.",1
"Gluteus maximus beidseits, auffällig.",1
kein Druckschmerz in der Vastus medialis rechts.,0
Die Leiste beidseits zeigt keine Auffälligkeiten.,0
starker Druckschmerz in der Oberschenkel rechts.,1
Druckschmerz in der Gluteus maximus links.,1
kein Druckschmerz in der Bauchdecke links.,0
starker Druckschmerz in der Vastus medialis links.,1
"Condylus beidseits, stärker.",1
starker Druckschmerz in der Bauchdecke rechts.,1
Die Lendenregion beidseits scheint in Ordnung zu sein.,0
Die Oberschenkel beidseits ist ohne Druckschmerz.,0
"Patella beidseits, auffällig.",1
"Lendenregion links, stärker.",1
Die Vastus medialis rechts ist nicht schmerzhaft.,0
Druckschmerz in der Patella links.,1
Der Zustand der Vastus medialis rechts ist normal.,0
Die Lendenregion beidseits ist unauffällig.,0
leichter Druckschmerz in der Vastus medialis links.,1
Condylus beidseits positiv.,1
Die Condylus links zeigt keine Auffälligkeiten.,0
Oberschenkel rechts positiv.,1
Die Gluteus maximus links zeigt keine Auffälligkeiten.,0
Die Patella rechts ist nicht schmerzhaft.,0
starker Druckschmerz in der Gluteus maximus beidseits.,1
"Oberschenkel links, stärker.",1
Die Lendenregion links ist ohne Druckschmerz.,0
"Oberschenkel links, auffällig.",1
starker Druckschmerz in der Gluteus maximus beidseits.,1
Die Gluteus maximus rechts zeigt keine Auffälligkeiten.,0
"Bauchdecke beidseits, druckempfindlich.",1
leichter Druckschmerz in der Bauchdecke links.,1
Gluteus maximus links negativ.,0
Condylus rechts positiv.,1
kein Druckschmerz in der Patella beidseits.,0
"Tibiakopf rechts, empfindlich.",1
kein Druckschmerz in der Tibiakopf links.,0
"Bauchdecke beidseits, druckempfindlich.",1
"Tibiakopf links, stärker.",1
"Leiste beidseits, druckempfindlich.",1
Die Rhomboidei rechts ist ohne Druckschmerz.,0
Der Zustand der Bauchdecke rechts ist normal.,0
"Condylus links, empfindlich.",1
Druckschmerz in der Gluteus maximus links.,1
Die Gluteus maximus links zeigt keine Auffälligkeiten.,0
Druckschmerz in der Oberschenkel links.,1
unauffällig in der Oberschenkel links.,0
Patella links negativ.,0
"Vastus medialis links, auffällig.",1
"Leiste rechts, empfindlich.",1
unauffällig in der Bauchdecke beidseits.,0
"Vastus medialis beidseits, auffällig.",1
kein Druckschmerz in der Oberschenkel rechts.,0
kein Druckschmerz in der Lendenregion links.,0
kein Druckschmerz in der Vastus medialis rechts.,0
Die Tibiakopf rechts zeigt keine Auffälligkeiten.,0
Die Lendenregion links ist ohne Druckschmerz.,0
"Tibiakopf links, empfindlich.",1
unauffällig in der Leiste rechts.,0
Der Zustand der Tibiakopf links zeigt keine Auffälligkeiten.,0
Die Oberschenkel beidseits zeigt keine Auffälligkeiten.,0
"Patella rechts, auffällig.",1
Die Bauchdecke rechts scheint in Ordnung zu sein.,0
Die Gluteus maximus beidseits ist nicht schmerzhaft.,0
Der Zustand der Lendenregion rechts zeigt keine Auffälligkeiten.,0
kein Druckschmerz in der Patella beidseits.,0
starker Druckschmerz in der Condylus rechts.,1
unauffällig in der Bauchdecke beidseits.,0
"Gluteus maximus rechts, auffällig.",1
Die Bauchdecke links ist unauffällig.,0
Vastus medialis links positiv.,1
leichter Druckschmerz in der Rhomboidei rechts.,1
"Oberschenkel rechts, auffällig.",1
"Patella links, stärker.",1
"Gluteus maximus rechts, auffällig.",1
"Tibiakopf links, empfindlich.",1
"Patella rechts, stärker.",1
kein Druckschmerz in der Tibiakopf rechts.,0
Die Condylus rechts ist nicht schmerzhaft.,0
"Lendenregion links, stärker.",1
"Tibiakopf rechts, stärker.",1
Der Zustand der Lendenregion beidseits funktioniert wie erwartet.,0
Vastus medialis links negativ.,0
unauffällig in der Bauchdecke rechts.,0
Die Gluteus maximus rechts ist nicht schmerzhaft.,0
kein Druckschmerz in der Leiste rechts.,0
"Bauchdecke links, auffällig.",1
kein Druckschmerz in der Bauchdecke beidseits.,0
"Tibiakopf rechts, druckempfindlich.",1
"Leiste beidseits, druckempfindlich.",1
starker Druckschmerz in der Rhomboidei beidseits.,1
Gluteus maximus rechts negativ.,0
kein Druckschmerz in der Gluteus maximus links.,0
Druckschmerz in der Oberschenkel beidseits.,1
Druckschmerz in der Gluteus maximus rechts.,1
Die Leiste links ist unauffällig.,0
"Rhomboidei beidseits, empfindlich.",1
Druckschmerz in der Oberschenkel rechts.,1
"Condylus links, empfindlich.",1
"Oberschenkel beidseits, druckempfindlich.",1
"Rhomboidei beidseits, druckempfindlich.",1
"Vastus medialis rechts, stärker.",1
unauffällig in der Rhomboidei beidseits.,0
starker Druckschmerz in der Gluteus maximus rechts.,1
"Oberschenkel links, auffällig.",1
kein Druckschmerz in der Condylus beidseits.,0
"Lendenregion beidseits, auffällig.",1
starker Druckschmerz in der Oberschenkel beidseits.,1
"Tibiakopf rechts, druckempfindlich.",1
Vastus medialis beidseits positiv.,1
Die Bauchdecke rechts zeigt keine Auffälligkeiten.,0
unauffällig in der Tibiakopf beidseits.,0
"Patella rechts, druckempfindlich.",1
Oberschenkel rechts positiv.,1
leichter Druckschmerz in der Oberschenkel links.,1
Die Leiste beidseits ist nicht schmerzhaft.,0
Die Patella links ist unauffällig.,0
Die Lendenregion links ist nicht schmerzhaft.,0
Die Gluteus maximus beidseits ist nicht schmerzhaft.,0
"Oberschenkel links, auffällig.",1
Druckschmerz in der Oberschenkel beidseits.,1
"Leiste links, druckempfindlich.",1
"Condylus rechts, druckempfindlich.",1
leichter Druckschmerz in der Gluteus maximus rechts.,1
Die Vastus medialis beidseits scheint in Ordnung zu sein.,0
Rhomboidei rechts negativ.,0
leichter Druckschmerz in der Leiste links.,1
unauffällig in der Vastus medialis rechts.,0
unauffällig in der Rhomboidei rechts.,0
Die Condylus links ist unauffällig.,0
"Leiste beidseits, auffällig.",1
Die Gluteus maximus rechts zeigt keine Auffälligkeiten.,0
Der Zustand der Rhomboidei links zeigt keine Auffälligkeiten.,0
"Lendenregion rechts, druckempfindlich.",1
Die Condylus beidseits ist nicht schmerzhaft.,0
"Rhomboidei rechts, auffällig.",1
Die Condylus rechts zeigt keine Auffälligkeiten.,0
Die Vastus medialis rechts ist nicht schmerzhaft.,0
unauffällig in der Condylus beidseits.,0
"Lendenregion beidseits, druckempfindlich.",1
Die Bauchdecke beidseits ist ohne Druckschmerz.,0
Bauchdecke beidseits positiv.,1
"Lendenregion links, auffällig.",1
"Lendenregion rechts, stärker.",1
leichter Druckschmerz in der Condylus beidseits.,1
